batch_size,prefix_length,branching_factor,depth,effective_depth,num_tree_nodes,num_heads,head_dim,flashinfer_tree_ms,flashinfer_cascade_ms,deft_ms,ragged_ms,speedup_vs_tree,speedup_vs_cascade,speedup_vs_deft,bw_gb_s,bw_util_pct
4,1024,16,24,3,341,32,128,1.0231,0.6369,nan,0.6368,1.6066,1.0003,nan,175.4782,60.9299
4,1024,16,32,3,449,32,128,1.5068,0.9605,nan,0.8466,1.7797,1.1345,nan,173.7791,60.34
4,1024,16,36,3,497,32,128,1.6297,1.0819,nan,0.965,1.6888,1.1211,nan,168.7623,58.598
4,1024,24,6,2,134,32,128,0.5642,0.2451,nan,0.2611,2.1608,0.9385,nan,134.5255,46.7102
4,1024,24,10,2,213,32,128,0.6758,0.3413,nan,0.3848,1.7564,0.887,nan,145.1117,50.386
4,1024,24,16,3,339,32,128,1.0282,0.6441,nan,0.6425,1.6004,1.0025,nan,172.898,60.034
4,1024,24,24,3,500,32,128,1.62,1.0863,nan,0.9681,1.6734,1.1222,nan,169.245,58.7656
4,1024,24,32,3,666,32,128,2.4207,1.643,nan,1.3261,1.8255,1.239,nan,164.5714,57.1429
4,1024,24,36,3,753,32,128,2.6419,1.9491,nan,1.523,1.7347,1.2798,nan,162.0103,56.2536
4,1024,32,6,2,177,32,128,0.64,0.2765,nan,0.2939,2.1777,0.9408,nan,157.8815,54.82
4,1024,32,10,2,277,32,128,0.9503,0.4925,nan,0.4996,1.9019,0.9857,nan,145.3301,50.4618
4,1024,32,16,2,439,32,128,1.5021,0.9395,nan,0.8253,1.82,1.1383,nan,139.4342,48.4147
